자치구,위도,경도,,,
성북구,37.6017,127.0426,,,
성북구,37.6017,127.0426,,,
성북구,37.6053,127.0441,,,
성북구,37.596,126.9947,,,
성북구,37.6086,127.0703,,,
성북구,37.6079,127.0357,,,
성북구,37.6046,127.0332,,,
성북구,37.6094,127.0333,,,
성북구,37.5897,127.0037,,,
성북구,37.6046,127.0332,,,
성북구,37.6082,127.0348,,,
성북구,37.6079,127.0357,,,
성북구,37.6096,127.0347,,,
성북구,37.6034,127.0406,,,
성북구,37.6094,127.0333,,,
성북구,37.6062,127.0349,,,
성북구,37.6096,127.0347,,,
성북구,37.6094,127.0333,,,
성북구,37.6096,127.0347,,,
성북구,37.6095,127.0454,,,
성북구,37.6058,127.0497,,,
성북구,37.6094,127.0333,,,
성북구,37.6094,127.0333,,,
성북구,37.6062,127.0349,,,
성북구,37.6095,127.0454,,,
성북구,37.6158,127.0412,,,
성북구,37.6062,127.0349,,,
성북구,37.5881,127.015,,,
성북구,37.596,126.9947,,,
성북구,37.6209,127.05,,,
성북구,37.6034,127.0406,,,
성북구,37.5846,127.0133,,,
성북구,37.596,126.9947,,,
성북구,37.596,126.9947,,,
성북구,37.6058,127.0497,,,
성북구,37.5885,127.0126,,,
성북구,37.5949,126.9945,,,
성북구,37.587,127.0082,,,
성북구,37.5846,127.0133,,,
성북구,37.5853,127.0086,,,
성북구,37.5885,127.0126,,,
성북구,37.5877,127.0134,,,
성북구,37.5885,127.0126,,,
성북구,37.5969,126.9925,,,
성북구,37.587,127.0082,,,
성북구,37.6062,127.0444,,,
성북구,37.5853,127.0086,,,
성북구,37.5969,126.9925,,,
성북구,37.586,127.0072,,,
성북구,37.586,127.0072,,,
성북구,37.587,127.0082,,,
성북구,37.5964,126.9925,,,
성북구,37.594,127.0015,,,
성북구,37.5853,127.0086,,,
성북구,37.586,127.0072,,,
성북구,37.5969,126.9925,,,
성북구,37.5964,126.9925,,,
성북구,37.5964,126.9925,,,
성북구,37.5954,126.9934,,,
성북구,37.594,127.0015,,,
성북구,37.5921,127.0046,,,
성북구,37.6062,127.0444,,,
성북구,37.5954,126.9934,,,
성북구,37.594,127.0015,,,
성북구,37.5921,127.0046,,,
성북구,37.5949,126.9945,,,
성북구,37.5921,127.0046,,,
성북구,37.5929,126.9949,,,
성북구,37.5789,127.0214,,,
성북구,37.6132,127.0627,,,
성북구,37.606,127.0106,,,
성북구,37.5929,126.9949,,,
성북구,37.594,127.0001,,,
성북구,37.5929,126.9949,,,
성북구,37.5897,127.0037,,,
성북구,37.6065,127.0599,,,
성북구,37.6067,127.0515,,,
성북구,37.5949,126.9945,,,
성북구,37.5897,127.0037,,,
성북구,37.6065,127.0599,,,
성북구,37.6067,127.0515,,,
성북구,37.6067,127.0515,,,
성북구,37.606,127.0106,,,
성북구,37.6049,127.061,,,
성북구,37.6089,127.0626,,,
성북구,37.5954,126.9934,,,
성북구,37.594,127.0001,,,
성북구,37.594,127.0001,,,
성북구,37.6049,127.061,,,
성북구,37.6049,127.061,,,
성북구,37.6049,127.061,,,
성북구,37.6089,127.0626,,,
성북구,37.6097,127.062,,,
성북구,37.6095,127.0454,,,
성북구,37.6065,127.0599,,,
성북구,37.6089,127.0626,,,
성북구,37.6132,127.0627,,,
성북구,37.6132,127.0627,,,
성북구,37.6089,127.0626,,,
성북구,37.61,127.0617,,,
성북구,37.6063,127.0515,,,
성북구,37.6093,127.0633,,,
성북구,37.6089,127.0626,,,
성북구,37.6115,127.0603,,,
성북구,37.61,127.0617,,,
성북구,37.6089,127.0626,,,
성북구,37.61,127.0617,,,
성북구,37.6075,127.0704,,,
성북구,37.6093,127.0633,,,
성북구,37.6079,127.0588,,,
성북구,37.6115,127.0603,,,
성북구,37.6075,127.0704,,,
성북구,37.6126,127.0643,,,
성북구,37.6126,127.0643,,,
성북구,37.6093,127.0633,,,
성북구,37.6074,127.0677,,,
성북구,37.6055,127.0594,,,
성북구,37.6115,127.0603,,,
성북구,37.6126,127.0643,,,
성북구,37.6075,127.0704,,,
성북구,37.6074,127.0677,,,
성북구,37.6074,127.0677,,,
성북구,37.6062,127.0532,,,
성북구,37.6055,127.0594,,,
성북구,37.6077,127.0615,,,
성북구,37.6079,127.0588,,,
성북구,37.6062,127.0532,,,
성북구,37.6055,127.0594,,,
성북구,37.6077,127.0615,,,
성북구,37.6063,127.0515,,,
성북구,37.6077,127.0615,,,
성북구,37.5994,127.0223,,,
성북구,37.5832,127.02,,,
성북구,37.6086,127.0703,,,
성북구,37.5802,127.0193,,,
성북구,37.5922,127.0188,,,
성북구,37.5805,127.0202,,,
성북구,37.5832,127.02,,,
성북구,37.6063,127.0515,,,
성북구,37.5789,127.0214,,,
성북구,37.5846,127.0179,,,
성북구,37.5805,127.0202,,,
성북구,37.5805,127.0202,,,
성북구,37.5832,127.02,,,
성북구,37.6079,127.0588,,,
성북구,37.5928,127.0138,,,
성북구,37.5802,127.0193,,,
성북구,37.5802,127.0193,,,
성북구,37.5846,127.0179,,,
성북구,37.6095,127.0454,,,
성북구,37.6209,127.05,,,
성북구,37.5846,127.0179,,,
성북구,37.5928,127.0138,,,
성북구,37.5977,127.0213,,,
성북구,37.6062,127.0532,,,
성북구,37.6089,127.0221,,,
성북구,37.5928,127.0138,,,
성북구,37.5994,127.0223,,,
성북구,37.5994,127.0223,,,
성북구,37.5977,127.0213,,,
성북구,37.5912,127.0109,,,
성북구,37.5955,127.0204,,,
성북구,37.5967,127.0193,,,
성북구,37.5928,127.0138,,,
성북구,37.5887,127.0083,,,
성북구,37.5912,127.0109,,,
성북구,37.5912,127.0109,,,
성북구,37.5887,127.0083,,,
성북구,37.5967,127.0193,,,
성북구,37.5957,127.0164,,,
성북구,37.5971,127.0227,,,
성북구,37.5887,127.0083,,,
성북구,37.5967,127.0193,,,
성북구,37.5957,127.0164,,,
성북구,37.5892,127.0065,,,
성북구,37.5957,127.0164,,,
성북구,37.594,127.0174,,,
성북구,37.5896,127.0216,,,
성북구,37.5892,127.0065,,,
성북구,37.5892,127.0065,,,
성북구,37.594,127.0174,,,
성북구,37.594,127.0174,,,
성북구,37.594,127.0174,,,
성북구,37.5939,127.0208,,,
성북구,37.5896,127.0216,,,
성북구,37.5941,127.0193,,,
성북구,37.5971,127.0227,,,
성북구,37.5939,127.0208,,,
성북구,37.5896,127.0216,,,
성북구,37.5941,127.0193,,,
성북구,37.5955,127.0204,,,
성북구,37.5941,127.0193,,,
성북구,37.5899,127.0189,,,
성북구,37.6047,127.0227,,,
성북구,37.614,127.0606,,,
성북구,37.5899,127.0189,,,
성북구,37.601,127.0195,,,
성북구,37.5899,127.0189,,,
성북구,37.5922,127.0188,,,
성북구,37.614,127.0606,,,
성북구,37.5855,127.0235,,,
성북구,37.5955,127.0204,,,
성북구,37.5922,127.0188,,,
성북구,37.6104,127.0288,,,
성북구,37.5855,127.0235,,,
성북구,37.5855,127.0235,,,
성북구,37.614,127.0606,,,
성북구,37.6115,127.0294,,,
성북구,37.606,126.9989,,,
성북구,37.5939,127.0208,,,
성북구,37.601,127.0195,,,
성북구,37.601,127.0195,,,
성북구,37.6115,127.0294,,,
성북구,37.6104,127.0288,,,
성북구,37.6115,127.0294,,,
성북구,37.606,126.9989,,,
성북구,37.606,126.9989,,,
성북구,37.5971,127.0227,,,
성북구,37.6104,127.0288,,,
성북구,37.6047,127.0227,,,
성북구,37.6047,127.0227,,,
성북구,37.606,126.9989,,,
성북구,37.6086,127.023,,,
성북구,37.6086,127.023,,,
성북구,37.6086,127.023,,,
성북구,37.5863,127.0182,,,
성북구,37.5863,127.0182,,,
성북구,37.5863,127.0182,,,
성북구,37.6081,127.0224,,,
성북구,37.5881,127.015,,,
성북구,37.5889,127.0187,,,
성북구,37.5809,127.0229,,,
성북구,37.5869,127.0204,,,
성북구,37.5979,127.0108,,,
성북구,37.6125,127.0271,,,
성북구,37.5798,127.0195,,,
성북구,37.6089,127.06,,,
성북구,37.6089,127.06,,,
성북구,37.5798,127.0195,,,
성북구,37.6111,127.0081,,,
성북구,37.6111,127.0081,,,
성북구,37.6001,127.0295,,,
성북구,37.5798,127.0195,,,
성북구,37.6001,127.0295,,,
성북구,37.6111,127.0081,,,
성북구,37.6111,127.0081,,,
성북구,37.6001,127.0295,,,
성북구,37.5951,126.9898,,,
성북구,37.6111,127.0081,,,
성북구,37.5951,126.9898,,,
성북구,37.6029,127.0377,,,
성북구,37.6039,127.0151,,,
성북구,37.5951,126.9898,,,
성북구,37.6039,127.0151,,,
성북구,37.6039,127.0151,,,
성북구,37.5927,126.9912,,,
성북구,37.5927,126.9912,,,
성북구,37.6067,127.0346,,,
성북구,37.5951,126.9898,,,
성북구,37.5958,127.0269,,,
성북구,37.5855,127.0214,,,
성북구,37.5855,127.0214,,,
성북구,37.6189,127.0055,,,
성북구,37.5927,126.9912,,,
성북구,37.6039,127.0151,,,
성북구,37.6089,127.06,,,
성북구,37.6004,127.0408,,,
성북구,37.6108,126.9936,,,
성북구,37.6004,127.0408,,,
성북구,37.6118,127.0397,,,
성북구,37.6118,127.0397,,,
성북구,37.6014,127.0391,,,
성북구,37.6108,126.9936,,,
성북구,37.6014,127.0391,,,
성북구,37.6014,127.0391,,,
성북구,37.6014,127.0391,,,
성북구,37.6014,127.0391,,,
성북구,37.6127,127.0708,,,
성북구,37.6108,126.9936,,,
성북구,37.5962,126.9938,,,
성북구,37.6164,126.9989,,,
성북구,37.6127,127.0065,,,
성북구,37.6127,127.0708,,,
성북구,37.6127,127.0708,,,
성북구,37.6127,127.0065,,,
성북구,37.6199,127.0539,,,
성북구,37.6199,127.0539,,,
성북구,37.5926,127.0397,,,
성북구,37.5962,126.9938,,,
성북구,37.5926,127.0397,,,
성북구,37.5926,127.0397,,,
성북구,37.6029,127.0377,,,
성북구,37.5926,127.0397,,,
성북구,37.6199,127.0539,,,
성북구,37.6127,127.0065,,,
성북구,37.5941,127.011,,,
성북구,37.6168,126.9991,,,
성북구,37.6036,127.0399,,,
성북구,37.6164,127.0034,,,
성북구,37.6058,127.0497,,,
성북구,37.6083,127.0354,,,
성북구,37.6168,127.0004,,,
성북구,37.6164,127.0034,,,
성북구,37.6153,127.0058,,,
성북구,37.5952,126.99,,,
성북구,37.5877,127.0081,,,
성북구,37.6061,127.059,,,
성북구,37.6129,127.0064,,,
성북구,37.6023,127.0383,,,
성북구,37.5895,127.0175,,,
성북구,37.5823,127.0221,,,
성북구,37.5957,127.0409,,,
성북구,37.6085,127.0089,,,
성북구,37.6061,127.059,,,
성북구,37.6009,127.0407,,,
성북구,37.61,126.9956,,,
성북구,37.6023,127.0383,,,
성북구,37.6023,127.0404,,,
성북구,37.5877,127.0134,,,
성북구,37.6009,127.0407,,,
성북구,37.5903,127.017,,,
성북구,37.5886,127.0185,,,
성북구,37.6009,127.0404,,,
성북구,37.5996,127.0412,,,
성북구,37.5887,127.0192,,,
성북구,37.5885,127.0189,,,
성북구,37.5914,127.0392,,,
성북구,37.5876,127.0204,,,
성북구,37.6108,127.0077,,,
성북구,37.581,127.0231,,,
성북구,37.5978,127.0413,,,
성북구,37.5986,127.0141,,,
성북구,37.597,127.0405,,,
성북구,37.6023,127.019,,,
성북구,37.6106,127.0117,,,
성북구,37.5926,127.0397,,,
성북구,37.5941,127.011,,,
성북구,37.5802,127.0203,,,
성북구,37.5854,127.0185,,,
성북구,37.5802,127.0203,,,
성북구,37.6114,127.0536,,,
성북구,37.5866,127.0245,,,
성북구,37.6006,127.0152,,,
성북구,37.6011,127.0081,,,
성북구,37.6013,127.0171,,,
성북구,37.5991,127.0044,,,
성북구,37.6013,127.0171,,,
성북구,37.608,127.0151,,,
성북구,37.5991,127.0044,,,
성북구,37.5991,127.0044,,,
성북구,37.6013,127.0171,,,
성북구,37.5945,127.0165,,,
성북구,37.608,127.0151,,,
성북구,37.597,127.0347,,,
성북구,37.608,127.0151,,,
성북구,37.5991,127.0044,,,
성북구,37.6006,127.0152,,,
성북구,37.5866,127.0245,,,
성북구,37.6134,127.0086,,,
성북구,37.6134,127.0086,,,
성북구,37.6136,126.9979,,,
성북구,37.6174,126.9993,,,
성북구,37.6065,127.0089,,,
성북구,37.6134,127.0086,,,
성북구,37.6174,126.9993,,,
성북구,37.6174,126.9993,,,
성북구,37.6065,127.0089,,,
성북구,37.597,127.0347,,,
성북구,37.6134,127.0124,,,
성북구,37.6131,127.0181,,,
성북구,37.6134,127.0124,,,
성북구,37.6131,127.0181,,,
성북구,37.6134,127.0124,,,
성북구,37.6068,127.0584,,,
성북구,37.6071,127.0295,,,
성북구,37.5976,127.0278,,,
성북구,37.6057,127.0298,,,
성북구,37.6013,127.0353,,,
성북구,37.6057,127.0298,,,
성북구,37.5976,127.0278,,,
성북구,37.6071,127.0295,,,
성북구,37.6071,127.0295,,,
성북구,37.6131,127.0181,,,
성북구,37.6068,127.0584,,,
성북구,37.6013,127.0353,,,
성북구,37.5802,127.0203,,,
성북구,37.5976,127.0278,,,
성북구,37.6013,127.0353,,,
성북구,37.6057,127.0298,,,
성북구,37.5985,127.0327,,,
성북구,37.6065,127.0089,,,
성북구,37.6101,127.0484,,,
성북구,37.6135,127.0438,,,
성북구,37.612,127.0421,,,
성북구,37.6135,127.0438,,,
성북구,37.6101,127.0484,,,
성북구,37.612,127.0421,,,
성북구,37.612,127.0421,,,
성북구,37.597,127.0347,,,
성북구,37.6089,127.0567,,,
성북구,37.6169,127.0453,,,
성북구,37.6141,127.0524,,,
성북구,37.6169,127.0453,,,
성북구,37.6141,127.0524,,,
성북구,37.6169,127.0453,,,
성북구,37.6135,127.0438,,,
성북구,37.6068,127.061,,,
성북구,37.6089,127.0567,,,
성북구,37.6128,127.0633,,,
성북구,37.6093,127.0544,,,
성북구,37.6128,127.0633,,,
성북구,37.6089,127.0567,,,
성북구,37.6068,127.061,,,
성북구,37.6093,127.0544,,,
성북구,37.6141,127.0524,,,
성북구,37.5945,127.0165,,,
성북구,37.5917,127.006,,,
성북구,37.609,126.9939,,,
성북구,37.5917,127.006,,,
성북구,37.6093,127.0544,,,
성북구,37.6068,127.061,,,
성북구,37.6135,127.0438,,,
성북구,37.5948,127.0372,,,
성북구,37.5824,127.0283,,,
성북구,37.5941,127.0007,,,
성북구,37.5929,127.0173,,,
성북구,37.609,126.9939,,,
성북구,37.5824,127.0283,,,
성북구,37.5929,127.0173,,,
성북구,37.5929,127.0173,,,
성북구,37.6086,127.0224,,,
성북구,37.5941,127.0007,,,
성북구,37.5948,127.0372,,,
성북구,37.5866,127.0219,,,
성북구,37.5824,127.0283,,,
성북구,37.6082,126.9976,,,
성북구,37.5824,127.0283,,,
성북구,37.61,127.0132,,,
성북구,37.5929,127.0173,,,
성북구,37.609,126.9939,,,
성북구,37.6078,126.9896,,,
성북구,37.5948,127.0372,,,
성북구,37.6078,126.9896,,,
성북구,37.6164,127.0042,,,
성북구,37.6078,126.9895,,,
성북구,37.6054,127.0291,,,
성북구,37.6164,127.0042,,,
성북구,37.6164,127.0042,,,
성북구,37.6082,126.9976,,,
성북구,37.5945,127.0165,,,
성북구,37.6054,127.0291,,,
성북구,37.6054,127.0291,,,
성북구,37.609,127.035,,,
성북구,37.6078,126.9895,,,
성북구,37.61,127.0132,,,
성북구,37.6101,127.0484,,,
성북구,37.6054,127.0291,,,
성북구,37.6087,127.0467,,,
성북구,37.609,127.035,,,
성북구,37.6163,127.0488,,,
성북구,37.6034,127.0417,,,
성북구,37.6087,127.0467,,,
성북구,37.613,127.0462,,,
성북구,37.613,127.0462,,,
성북구,37.609,127.035,,,
성북구,37.5904,127.0141,,,
성북구,37.6163,127.0488,,,
성북구,37.6207,127.049,,,
성북구,37.6163,127.0488,,,
성북구,37.6093,127.0516,,,
성북구,37.6207,127.049,,,
성북구,37.6163,127.0488,,,
성북구,37.6034,127.0417,,,
성북구,37.5935,126.9962,,,
성북구,37.5904,127.0141,,,
성북구,37.6072,127.0588,,,
성북구,37.6003,127.0113,,,
성북구,37.585,127.0075,,,
성북구,37.5944,126.9924,,,
성북구,37.6072,127.0588,,,
성북구,37.5904,127.0141,,,
성북구,37.5935,126.9962,,,
성북구,37.6062,127.0444,,,
성북구,37.5935,126.9962,,,
성북구,37.6072,127.0588,,,
성북구,37.5936,127.036,,,
성북구,37.5944,126.9924,,,
성북구,37.619,127.0458,,,
성북구,37.5904,127.0141,,,
성북구,37.5944,126.9924,,,
성북구,37.5935,126.9962,,,
성북구,37.5813,127.0198,,,
성북구,37.6034,127.0417,,,
성북구,37.6072,126.9959,,,
성북구,37.6012,127.0108,,,
성북구,37.6213,127.051,,,
성북구,37.6172,127.0513,,,
성북구,37.6125,127.0145,,,
성북구,37.5971,126.9947,,,
성북구,37.6012,127.0108,,,
성북구,37.6125,127.0145,,,
성북구,37.6125,127.0145,,,
성북구,37.5892,127.0283,,,
성북구,37.5936,127.036,,,
성북구,37.6113,127.0149,,,
성북구,37.6072,126.9959,,,
성북구,37.6012,127.0108,,,
성북구,37.6072,126.9959,,,
성북구,37.6113,127.0149,,,
성북구,37.6137,127.0657,,,
성북구,37.6198,127.0024,,,
성북구,37.5936,127.036,,,
성북구,37.6071,126.9949,,,
성북구,37.6066,126.9947,,,
성북구,37.6113,127.0224,,,
성북구,37.5936,127.036,,,
성북구,37.6198,127.0024,,,
성북구,37.6066,126.9947,,,
성북구,37.6113,127.0224,,,
성북구,37.597,127.0347,,,
성북구,37.611,127.0478,,,
성북구,37.6117,127.0637,,,
성북구,37.6207,127.049,,,
성북구,37.6198,127.0024,,,
성북구,37.6083,127.0354,,,
성북구,37.5892,127.0283,,,
성북구,37.6005,127.043,,,
성북구,37.6005,127.043,,,
성북구,37.5895,127.0115,,,
성북구,37.6094,127.0394,,,
성북구,37.6052,127.0619,,,
성북구,37.6052,127.0619,,,
성북구,37.6052,127.0619,,,
성북구,37.6154,127.0533,,,
성북구,37.611,127.0617,,,
성북구,37.611,127.0617,,,
성북구,37.6116,127.0464,,,
성북구,37.611,127.0617,,,
성북구,37.5883,127.0103,,,
성북구,37.5895,127.0115,,,
성북구,37.6052,127.0619,,,
성북구,37.5879,127.0114,,,
성북구,37.5883,127.0103,,,
성북구,37.5883,127.0103,,,
성북구,37.6116,127.0464,,,
성북구,37.5879,127.0114,,,
성북구,37.5852,127.0288,,,
성북구,37.5852,127.0288,,,
성북구,37.5852,127.0288,,,
성북구,37.5883,127.0103,,,
성북구,37.5854,127.0227,,,
성북구,37.5854,127.0227,,,
성북구,37.5971,126.9947,,,
성북구,37.5854,127.0227,,,
성북구,37.6116,127.0464,,,
성북구,37.5879,127.0114,,,
성북구,37.5895,127.0115,,,
성북구,37.6134,127.0503,,,
성북구,37.6172,127.0513,,,
성북구,37.6134,127.0503,,,
성북구,37.6016,127.0151,,,
성북구,37.6172,127.0513,,,
성북구,37.6134,127.0503,,,
성북구,37.6088,127.0498,,,
성북구,37.6088,127.0498,,,
성북구,37.6134,127.0503,,,
성북구,37.6088,127.0498,,,
성북구,37.6016,127.0151,,,
성북구,37.6065,127.0342,,,
성북구,37.6088,127.0498,,,
성북구,37.5975,127.0159,,,
성북구,37.6016,127.0151,,,
성북구,37.6222,127.0015,,,
성북구,37.6076,127.0004,,,
성북구,37.6076,127.0004,,,
성북구,37.6069,127.0148,,,
성북구,37.6065,127.0342,,,
성북구,37.6076,127.0004,,,
성북구,37.5975,127.0159,,,
성북구,37.5975,127.0159,,,
성북구,37.5951,127.0179,,,
성북구,37.6069,127.0148,,,
성북구,37.5951,127.0179,,,
성북구,37.5945,127.0141,,,
성북구,37.5951,127.0179,,,
성북구,37.5957,127.0009,,,
성북구,37.6222,127.0015,,,
성북구,37.6068,127.0466,,,
성북구,37.6094,127.0394,,,
성북구,37.5945,127.0141,,,
성북구,37.6036,127.0445,,,
성북구,37.6036,127.0445,,,
성북구,37.5972,127.0357,,,
성북구,37.6036,127.0445,,,
성북구,37.6138,127.0665,,,
성북구,37.6071,127.049,,,
성북구,37.6071,127.049,,,
성북구,37.6138,127.0665,,,
성북구,37.5972,127.0357,,,
성북구,37.5972,127.0357,,,
성북구,37.5957,127.0009,,,
성북구,37.6071,127.049,,,
성북구,37.612,127.0297,,,
성북구,37.5972,127.0357,,,
성북구,37.6138,127.0665,,,
성북구,37.6105,127.0292,,,
성북구,37.6105,127.0292,,,
성북구,37.6105,127.0292,,,
성북구,37.5957,127.0009,,,
성북구,37.6105,127.0292,,,
성북구,37.612,127.0297,,,
성북구,37.6063,127.0265,,,
성북구,37.6063,127.0265,,,
성북구,37.612,127.0297,,,
성북구,37.595,126.998,,,
성북구,37.595,126.998,,,
성북구,37.6142,127.0649,,,
성북구,37.595,126.998,,,
성북구,37.5957,127.0009,,,
성북구,37.5849,127.0165,,,
성북구,37.5849,127.0165,,,
성북구,37.6177,127.0065,,,
성북구,37.5971,126.9947,,,
성북구,37.5915,127.0071,,,
성북구,37.6076,127.0396,,,
성북구,37.5915,127.0071,,,
성북구,37.5979,127.0355,,,
성북구,37.5979,127.0355,,,
성북구,37.5978,127.0372,,,
성북구,37.605,127.0149,,,
성북구,37.606,127.0488,,,
성북구,37.6076,127.0397,,,
성북구,37.6186,127.0055,,,
성북구,37.6059,127.0484,,,
성북구,37.5973,127.0261,,,
성북구,37.6076,127.0396,,,
성북구,37.5915,127.0071,,,
성북구,37.5952,127.0275,,,
성북구,37.5961,127.0267,,,
성북구,37.5961,127.0267,,,
성북구,37.6186,127.0059,,,
성북구,37.5961,127.0267,,,
성북구,37.5973,127.0261,,,
성북구,37.5979,127.0261,,,
성북구,37.5979,127.0261,,,
성북구,37.5973,127.0261,,,
성북구,37.6212,127.0071,,,
성북구,37.6208,127.0069,,,
성북구,37.6068,127.0466,,,
성북구,37.5979,127.0261,,,
성북구,37.62,127.005,,,
성북구,37.6101,127.0032,,,
성북구,37.6101,127.0032,,,
성북구,37.5952,127.0275,,,
성북구,37.6172,127.0513,,,
성북구,37.5952,127.0275,,,
성북구,37.5819,127.0093,,,
성북구,37.5832,127.0088,,,
성북구,37.6072,127.0545,,,
성북구,37.5965,127.007,,,
성북구,37.614,127.0642,,,
성북구,37.614,127.0642,,,
성북구,37.614,127.0642,,,
성북구,37.614,127.0642,,,
성북구,37.614,127.0642,,,
성북구,37.614,127.0642,,,
성북구,37.6072,127.0161,,,
성북구,37.614,127.0642,,,
성북구,37.6116,127.043,,,
성북구,37.6089,127.0579,,,
성북구,37.614,127.0642,,,
성북구,37.6159,127.0462,,,
성북구,37.6116,127.043,,,
성북구,37.6116,127.043,,,
성북구,37.6081,127.0219,,,
성북구,37.6161,127.0406,,,
성북구,37.605,127.033,,,
성북구,37.605,127.033,,,
성북구,37.5998,127.0397,,,
성북구,37.6116,127.043,,,
성북구,37.5996,127.0364,,,
성북구,37.5998,127.0318,,,
성북구,37.6142,127.0649,,,
성북구,37.6001,127.0372,,,
성북구,37.6086,127.0208,,,
성북구,37.6053,127.053,,,
성북구,37.6072,127.0545,,,
성북구,37.6041,127.0071,,,
성북구,37.6058,127.0137,,,
성북구,37.6093,127.0089,,,
성북구,37.5801,127.023,,,
성북구,37.605,127.0149,,,
성북구,37.6041,127.0071,,,
성북구,37.6041,127.0071,,,
성북구,37.6007,127.0203,,,
성북구,37.6078,126.9991,,,
성북구,37.6007,127.0203,,,
성북구,37.6008,127.0253,,,
성북구,37.6107,127.0409,,,
성북구,37.6007,127.0203,,,
성북구,37.5962,127.0262,,,
성북구,37.5801,127.023,,,
성북구,37.5801,127.023,,,
성북구,37.5855,127.0216,,,
성북구,37.5852,127.0214,,,
성북구,37.5852,127.0214,,,
성북구,37.6107,127.0409,,,
성북구,37.5855,127.0216,,,
성북구,37.6046,127.0077,,,
성북구,37.603,127.0246,,,
성북구,37.6038,127.0252,,,
성북구,37.5852,127.0214,,,
성북구,37.6165,127.0552,,,
성북구,37.6094,127.0091,,,
성북구,37.6099,127.0436,,,
성북구,37.6142,127.0649,,,
성북구,37.5855,127.0216,,,
성북구,37.6092,127.0404,,,
성북구,37.5965,127.007,,,
성북구,37.6107,127.0409,,,
성북구,37.5836,127.0172,,,
성북구,37.6095,127.0419,,,
성북구,37.5775,127.0182,,,
성북구,37.6092,127.0404,,,
성북구,37.5949,126.9907,,,
성북구,37.6172,127.0535,,,
성북구,37.6049,127.0329,,,
성북구,37.6095,127.0419,,,
성북구,37.6049,127.0329,,,
성북구,37.5949,127.0177,,,
성북구,37.6142,127.0649,,,
성북구,37.6049,127.0329,,,
성북구,37.6148,127.0399,,,
성북구,37.6078,127.0224,,,
성북구,37.6095,127.0419,,,
성북구,37.6043,126.9902,,,
성북구,37.5885,127.0124,,,
성북구,37.5885,127.0124,,,
성북구,37.6197,127.0457,,,
성북구,37.6043,126.9902,,,
성북구,37.6148,127.0399,,,
성북구,37.6148,127.0399,,,
성북구,37.613,127.0402,,,
성북구,37.5885,127.0124,,,
성북구,37.613,127.0402,,,
성북구,37.6103,127.0434,,,
성북구,37.6074,127.061,,,
성북구,37.613,127.0402,,,
성북구,37.6103,127.0434,,,
성북구,37.6043,126.9902,,,
성북구,37.5986,127.0141,,,
성북구,37.619,127.0458,,,
성북구,37.6137,127.0657,,,
성북구,37.6122,127.0384,,,
성북구,37.6056,127.0655,,,
성북구,37.6137,127.0657,,,
성북구,37.6069,127.0653,,,
성북구,37.6148,127.0393,,,
성북구,37.6069,127.0653,,,
성북구,37.6069,127.0653,,,
성북구,37.594,127.0161,,,
성북구,37.6056,127.0655,,,
성북구,37.6056,127.0655,,,
성북구,37.6074,127.061,,,
성북구,37.6069,127.0653,,,
성북구,37.6103,127.0268,,,
성북구,37.6056,127.0655,,,
성북구,37.6137,127.0657,,,
성북구,37.6099,127.0268,,,
성북구,37.6099,127.0271,,,
성북구,37.6103,127.0268,,,
성북구,37.6175,127.0548,,,
성북구,37.6099,127.0271,,,
성북구,37.6102,127.0272,,,
성북구,37.6102,127.0272,,,
성북구,37.6103,127.0268,,,
성북구,37.6102,127.0272,,,
성북구,37.6099,127.0274,,,
성북구,37.6092,127.0404,,,
성북구,37.605,127.0149,,,
성북구,37.6099,127.0274,,,
성북구,37.6175,127.0548,,,
성북구,37.6099,127.0268,,,
성북구,37.6113,127.0224,,,
성북구,37.6099,127.0268,,,
성북구,37.6074,127.061,,,
성북구,37.6074,127.061,,,
성북구,37.5933,126.9883,,,
성북구,37.6074,127.061,,,
성북구,37.604,127.0505,,,
성북구,37.604,127.0505,,,
성북구,37.604,127.0505,,,
성북구,37.6074,127.061,,,
성북구,37.6047,127.0511,,,
성북구,37.6047,127.0511,,,
성북구,37.6087,127.0467,,,
성북구,37.6047,127.0511,,,
성북구,37.6183,127.0511,,,
성북구,37.5933,126.9883,,,
성북구,37.6074,127.061,,,
성북구,37.5933,126.9881,,,
성북구,37.618,127.0511,,,
성북구,37.618,127.0511,,,
성북구,37.5825,127.0282,,,
성북구,37.5933,126.9881,,,
성북구,37.6183,127.0511,,,
성북구,37.6183,127.0511,,,
성북구,37.618,127.051,,,
성북구,37.618,127.0511,,,
성북구,37.618,127.051,,,
성북구,37.618,127.051,,,
성북구,37.5925,126.9985,,,
성북구,37.618,127.051,,,
성북구,37.5825,127.0282,,,
성북구,37.5933,126.9881,,,
성북구,37.5933,126.9883,,,
성북구,37.6089,127.0251,,,
성북구,37.6084,127.024,,,
성북구,37.6089,127.0251,,,
성북구,37.6061,127.0255,,,
성북구,37.6122,127.0384,,,
성북구,37.6091,127.0261,,,
성북구,37.6091,127.0261,,,
성북구,37.6091,127.0261,,,
성북구,37.6089,127.0251,,,
성북구,37.6096,127.0269,,,
성북구,37.6096,127.0269,,,
성북구,37.5858,127.0203,,,
성북구,37.6096,127.0269,,,
성북구,37.593,126.9894,,,
성북구,37.6061,127.0255,,,
성북구,37.6061,127.0255,,,
성북구,37.6061,127.025,,,
